"""http://localhost:8080#to_besteigen_0""","""Welcher Person bestieg Mount Everest?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/firstAscentPerson>  ?o    }""","""http://dbpedia.org/resource/Tenzing_Norgay""","""Tenzing Norgay""","""VP"""
"""http://localhost:8080#to_besteigen_1""","""Welcher Person hat Mount Everest bestiegen?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/firstAscentPerson>  ?o    }""","""http://dbpedia.org/resource/Tenzing_Norgay""","""Tenzing Norgay""","""VP"""
"""http://localhost:8080#to_besteigen_2""","""Wieviel hat Mount Everest bestiegen?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/firstAscentPerson>  ?o    }""","""http://dbpedia.org/resource/Tenzing_Norgay""","""Tenzing Norgay""","""VP"""
"""http://localhost:8080#to_besteigen_3""","""wer besteigen Mount Everest?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/firstAscentPerson>  ?o    }""","""http://dbpedia.org/resource/Tenzing_Norgay""","""Tenzing Norgay""","""VP"""
"""http://localhost:8080#to_besteigen_4""","""wer bestieg Mount Everest?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/firstAscentPerson>  ?o    }""","""http://dbpedia.org/resource/Tenzing_Norgay""","""Tenzing Norgay""","""VP"""
"""http://localhost:8080#to_besteigen_5""","""wer hat Mount Everest bestiegen?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/firstAscentPerson>  ?o    }""","""http://dbpedia.org/resource/Tenzing_Norgay""","""Tenzing Norgay""","""VP"""
"""http://localhost:8080#to_besteigen_7""","""Welches Berg wird von Abraham Lincoln bestiegen?""","""select  ?s    {   ?s <http://dbpedia.org/ontology/firstAscentPerson>  <http://dbpedia.org/resource/Abraham_Lincoln>    }""","""null""","""null""","""VP"""
"""http://localhost:8080#to_besteigen_8""","""was wird von Abraham Lincoln bestiegen?""","""select  ?s    {   ?s <http://dbpedia.org/ontology/firstAscentPerson>  <http://dbpedia.org/resource/Abraham_Lincoln>    }""","""null""","""null""","""VP"""
"""http://localhost:8080#to_besteigen_9""","""Welches Berg wird von Aki Kaurismäki bestiegen?""","""select  ?s    {   ?s <http://dbpedia.org/ontology/firstAscentPerson>  <http://dbpedia.org/resource/Aki_Kaurismäki>    }""","""null""","""null""","""VP"""
"""http://localhost:8080#to_besteigen_10""","""was wird von Aki Kaurismäki bestiegen?""","""select  ?s    {   ?s <http://dbpedia.org/ontology/firstAscentPerson>  <http://dbpedia.org/resource/Aki_Kaurismäki>    }""","""null""","""null""","""VP"""
"""http://localhost:8080#to_besteigen_11""","""Welches Berg wird von Akira Kurosawa bestiegen?""","""select  ?s    {   ?s <http://dbpedia.org/ontology/firstAscentPerson>  <http://dbpedia.org/resource/Akira_Kurosawa>    }""","""null""","""null""","""VP"""
