"""http://localhost:8080#government_type_0""","""Gib mir alle Regierungsform von Australien""","""select  ?o    {    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/governmentType>  ?o    }""","""http://dbpedia.org/resource/Federalism""","""Föderalismus""","""NPP"""
"""http://localhost:8080#government_type_1""","""Gib mir die Regierungsform von Australien""","""select  ?o    {    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/governmentType>  ?o    }""","""http://dbpedia.org/resource/Federalism""","""Föderalismus""","""NPP"""
"""http://localhost:8080#government_type_2""","""Liste alle Regierungsform von Australien auf""","""select  ?o    {    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/governmentType>  ?o    }""","""http://dbpedia.org/resource/Federalism""","""Föderalismus""","""NPP"""
"""http://localhost:8080#government_type_3""","""Liste die Regierungsform von Australien auf""","""select  ?o    {    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/governmentType>  ?o    }""","""http://dbpedia.org/resource/Federalism""","""Föderalismus""","""NPP"""
"""http://localhost:8080#government_type_4""","""was ist die Regierungsform von Australien?""","""select  ?o    {    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/governmentType>  ?o    }""","""http://dbpedia.org/resource/Federalism""","""Föderalismus""","""NPP"""
"""http://localhost:8080#government_type_5""","""was sind Regierungsform von Australien?""","""select  ?o    {    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/governmentType>  ?o    }""","""http://dbpedia.org/resource/Federalism""","""Föderalismus""","""NPP"""
"""http://localhost:8080#government_type_6""","""was war die Regierungsform von Australien?""","""select  ?o    {    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/governmentType>  ?o    }""","""http://dbpedia.org/resource/Federalism""","""Föderalismus""","""NPP"""
"""http://localhost:8080#government_type_7""","""was waren Regierungsform von Australien?""","""select  ?o    {    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/governmentType>  ?o    }""","""http://dbpedia.org/resource/Federalism""","""Föderalismus""","""NPP"""
"""http://localhost:8080#government_type_8""","""Welche Typen sind die Regierungsform von Australien?""","""select  ?o    {    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/governmentType>  ?o    }""","""http://dbpedia.org/resource/Federalism""","""Föderalismus""","""NPP"""
"""http://localhost:8080#government_type_9""","""Welche Typen waren die Regierungsform von Australien?""","""select  ?o    {    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/governmentType>  ?o    }""","""http://dbpedia.org/resource/Federalism""","""Föderalismus""","""NPP"""
