"http://localhost:8080#build_in_1","2","754","IPP","Success","-"
"http://localhost:8080#build_in_2","2","1312","IPP","Success","-"
"http://localhost:8080#build_in_3","2","222","IPP","Success","-"
"http://localhost:8080#commence_1","2","3933","IPP","Success","-"
"http://localhost:8080#complete_in_1","2","2006","IPP","Success","-"
"http://localhost:8080#complete_in_2","2","2629","IPP","Success","-"
"http://localhost:8080#complete_in_3","2","4360","IPP","Success","-"
"http://localhost:8080#complete_in_4","2","3480","IPP","Success","-"
"http://localhost:8080#destroy_in_1","2","3054","IPP","Success","-"
"http://localhost:8080#destroy_on_1","2","2739","IPP","Success","-"
"http://localhost:8080#discontinue_in_2","2","1897","IPP","Success","-"
"http://localhost:8080#discontinue_on_1","2","1539","IPP","Success","-"
"http://localhost:8080#dissolve_in_2","2","4603","IPP","Success","-"
"http://localhost:8080#dissolve_on_1","2","3827","IPP","Success","-"
"http://localhost:8080#draft_in","2","2413","IPP","Success","-"
"http://localhost:8080#establish_in_1","2","105","IPP","Success","-"
"http://localhost:8080#form_in_1","2","433","IPP","Success","-"
"http://localhost:8080#founded_in_1","2","1210","IPP","Success","-"
"http://localhost:8080#founded_in_2","2","1657","IPP","Success","-"
"http://localhost:8080#founded_in_3","2","2322","IPP","Success","-"
"http://localhost:8080#founded_on_1","2","1891","IPP","Success","-"
"http://localhost:8080#founded_on_2","2","1533","IPP","Success","-"
"http://localhost:8080#founded_on_3","2","2109","IPP","Success","-"
"http://localhost:8080#inaugurate_in_1","2","3274","IPP","Success","-"
"http://localhost:8080#inaugurate_in_2","2","2944","IPP","Success","-"
"http://localhost:8080#inaugurate_in_3","2","4465","IPP","Success","-"
"http://localhost:8080#introduced_in__2","2","2411","IPP","Success","-"
"http://localhost:8080#introduced_on_1","2","2502","IPP","Success","-"
"http://localhost:8080#open_in_2","2","539","IPP","Success","-"
"http://localhost:8080#open_on_1","2","3583","IPP","Success","-"
"http://localhost:8080#produced_in_1","2","763","IPP","Failed","binding list is empty"
"http://localhost:8080#produced_in_2","2","873","IPP","Failed","binding list is empty"
"http://localhost:8080#produced_in_3","2","436","IPP","Failed","binding list is empty"
"http://localhost:8080#produced_on_1","2","118","IPP","Failed","binding list is empty"
"http://localhost:8080#produced_on_2","2","107","IPP","Failed","binding list is empty"
"http://localhost:8080#produced_on_3","2","3","IPP","Failed","binding list is empty"
"http://localhost:8080#published_in_1","2","1086","IPP","Success","-"
"http://localhost:8080#published_in_2","2","2841","IPP","Success","-"
"http://localhost:8080#published_in_3","2","3689","IPP","Success","-"
"http://localhost:8080#published_on_1","2","1415","IPP","Success","-"
"http://localhost:8080#published_on_2","2","3376","IPP","Success","-"
"http://localhost:8080#published_on_3","2","4147","IPP","Success","-"
"http://localhost:8080#rebuild_in_2","2","983","IPP","Success","-"
"http://localhost:8080#rebuild_on_1","2","3164","IPP","Success","-"
"http://localhost:8080#released_on_1","2","4258","IPP","Success","-"
"http://localhost:8080#released_on_2","2","325","IPP","Success","-"
"http://localhost:8080#released_on_3","2","645","IPP","Success","-"
"http://localhost:8080#reopen_in_4","2","2219","IPP","Success","-"
"http://localhost:8080#reopen_on_3","2","1767","IPP","Success","-"
"http://localhost:8080#split_up_in_1","2","4041","IPP","Success","-"
"http://localhost:8080#start_acting_on_1","2","109","IPP","Success","-"
"http://localhost:8080#stop_acting_on_2","2","765","IPP","Success","-"
"http://localhost:8080#take_place_in_2","2","871","IPP","Success","-"
