"http://localhost:8080#end_in_4_0","Which location does Brooklyn Bridge end in?","select  ?o    {    <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/routeEnd>  ?o    }",,"","IPP"
"http://localhost:8080#end_in_4_1","Which locations does Brooklyn Bridge end in?","select  ?o    {    <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/routeEnd>  ?o    }",,"","IPP"
"http://localhost:8080#end_in_4_2","Which location does Chile Route 68 end in?","select  ?o    {    <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd>  ?o    }","http://dbpedia.org/resource/Valparaíso","Valparaíso","IPP"
"http://localhost:8080#end_in_4_3","Which locations does Chile Route 68 end in?","select  ?o    {    <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd>  ?o    }","http://dbpedia.org/resource/Valparaíso","Valparaíso","IPP"
"http://localhost:8080#end_in_4_5","What ended in Ankara?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Ankara>    }","http://dbpedia.org/resource/Otoyol_4","Otoyol 4","IPP"
"http://localhost:8080#end_in_4_6","What ends in Ankara?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Ankara>    }","http://dbpedia.org/resource/Otoyol_4","Otoyol 4","IPP"
"http://localhost:8080#end_in_4_7","Which route of Transportation ends in Ankara?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Ankara>    }","http://dbpedia.org/resource/Otoyol_4","Otoyol 4","IPP"
"http://localhost:8080#end_in_4_8","Which routes of transportation end in Ankara?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Ankara>    }","http://dbpedia.org/resource/Otoyol_4","Otoyol 4","IPP"
"http://localhost:8080#end_in_4_9","What ended in Australia?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Australia>    }","http://dbpedia.org/resource/Ferny_Grove_railway_line","Ferny Grove railway line","IPP"
"http://localhost:8080#end_in_4_10","What ends in Australia?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Australia>    }","http://dbpedia.org/resource/Ferny_Grove_railway_line","Ferny Grove railway line","IPP"
"http://localhost:8080#end_in_4_11","Which route of Transportation ends in Australia?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Australia>    }","http://dbpedia.org/resource/Ferny_Grove_railway_line","Ferny Grove railway line","IPP"
"http://localhost:8080#end_in_4_12","Which routes of transportation end in Australia?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Australia>    }","http://dbpedia.org/resource/Ferny_Grove_railway_line","Ferny Grove railway line","IPP"
"http://localhost:8080#end_in_4_13","What ended in Beijing?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Beijing>    }","http://dbpedia.org/resource/Badaling_Expressway","Badaling Expressway","IPP"
"http://localhost:8080#end_in_4_14","What ends in Beijing?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Beijing>    }","http://dbpedia.org/resource/Badaling_Expressway","Badaling Expressway","IPP"
"http://localhost:8080#end_in_4_15","Which route of Transportation ends in Beijing?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Beijing>    }","http://dbpedia.org/resource/Badaling_Expressway","Badaling Expressway","IPP"
"http://localhost:8080#end_in_4_16","Which routes of transportation end in Beijing?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Beijing>    }","http://dbpedia.org/resource/Badaling_Expressway","Badaling Expressway","IPP"
"http://localhost:8080#end_in_4_17","What ended in Berlin?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Berlin>    }","http://dbpedia.org/resource/Bundesautobahn_114","Bundesautobahn 114","IPP"
"http://localhost:8080#end_in_4_18","What ends in Berlin?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Berlin>    }","http://dbpedia.org/resource/Bundesautobahn_114","Bundesautobahn 114","IPP"
"http://localhost:8080#end_in_4_19","Which route of Transportation ends in Berlin?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Berlin>    }","http://dbpedia.org/resource/Bundesautobahn_114","Bundesautobahn 114","IPP"
"http://localhost:8080#end_in_4_20","Which routes of transportation end in Berlin?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Berlin>    }","http://dbpedia.org/resource/Bundesautobahn_114","Bundesautobahn 114","IPP"
"http://localhost:8080#end_in_4_21","What ended in Cameroon?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Cameroon>    }",,"","IPP"
"http://localhost:8080#end_in_4_22","What ends in Cameroon?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Cameroon>    }",,"","IPP"
"http://localhost:8080#end_in_4_23","Which route of Transportation ends in Cameroon?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Cameroon>    }",,"","IPP"
"http://localhost:8080#end_in_4_24","Which routes of transportation end in Cameroon?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Cameroon>    }",,"","IPP"
"http://localhost:8080#end_in_4_25","What ended in Canada?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Canada>    }","http://dbpedia.org/resource/Maine_State_Route_9","Maine State Route 9","IPP"
"http://localhost:8080#end_in_4_26","What ends in Canada?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Canada>    }","http://dbpedia.org/resource/Maine_State_Route_9","Maine State Route 9","IPP"
"http://localhost:8080#end_in_4_27","Which route of Transportation ends in Canada?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Canada>    }","http://dbpedia.org/resource/Maine_State_Route_9","Maine State Route 9","IPP"
"http://localhost:8080#end_in_4_28","Which routes of transportation end in Canada?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Canada>    }","http://dbpedia.org/resource/Maine_State_Route_9","Maine State Route 9","IPP"
"http://localhost:8080#end_in_4_29","What ended in Ceres dwarf planet?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Ceres_(dwarf_planet)>    }",,"","IPP"
"http://localhost:8080#end_in_4_30","What ends in Ceres dwarf planet?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Ceres_(dwarf_planet)>    }",,"","IPP"
"http://localhost:8080#end_in_4_31","Which route of Transportation ends in Ceres dwarf planet?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Ceres_(dwarf_planet)>    }",,"","IPP"
"http://localhost:8080#end_in_4_32","Which routes of transportation end in Ceres dwarf planet?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/Ceres_(dwarf_planet)>    }",,"","IPP"
"http://localhost:8080#end_in_4_33","What ended in China?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/China>    }","http://dbpedia.org/resource/AH34","AH34","IPP"
"http://localhost:8080#end_in_4_34","What ends in China?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/China>    }","http://dbpedia.org/resource/AH34","AH34","IPP"
"http://localhost:8080#end_in_4_35","Which route of Transportation ends in China?","select  ?s    {   ?s <http://dbpedia.org/ontology/routeEnd>  <http://dbpedia.org/resource/China>    }","http://dbpedia.org/resource/AH34","AH34","IPP"
