id,question,sparql,answer_rdf,answer,frame
0,Qual è la più popolosa della Andorra?,SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Andorra> . ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?num . } ORDER BY DESC(?num) LIMIT 1,http://dbpedia.org/resource/Andorra_la_Vella,Andorra la Vella,APP
1,Qual è la più popolosa della Angola?,SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Angola> . ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?num . } ORDER BY DESC(?num) LIMIT 1,http://dbpedia.org/resource/Luanda,Luanda,APP
2,Qual è la più popolosa della Afghanistan?,SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Afghanistan> . ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?num . } ORDER BY DESC(?num) LIMIT 1,http://dbpedia.org/resource/Kabul,Kabul,APP
3,Qual è la più popolosa della Azerbaigian?,SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Azerbaijan> . ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?num . } ORDER BY DESC(?num) LIMIT 1,http://dbpedia.org/resource/Baku,Baku,APP
4,Qual è la più popolosa della Antigua e Barbuda?,SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Antigua_and_Barbuda> . ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?num . } ORDER BY DESC(?num) LIMIT 1,http://dbpedia.org/resource/Bolands,,APP
5,Qual è la più popolosa della Belgio?,SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Belgium> . ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?num . } ORDER BY DESC(?num) LIMIT 1,http://dbpedia.org/resource/Louvain-la-Neuve,,APP
6,Qual è la più popolosa della Brasile?,SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Brazil> . ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?num . } ORDER BY DESC(?num) LIMIT 1,http://dbpedia.org/resource/Rio_de_Janeiro,Rio de Janeiro,APP
7,Qual è la più popolosa della Bulgaria?,SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Bulgaria> . ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?num . } ORDER BY DESC(?num) LIMIT 1,http://dbpedia.org/resource/Sofia,Sofia,APP
8,Qual è la più popolosa della Bahamas?,SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/The_Bahamas> . ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?num . } ORDER BY DESC(?num) LIMIT 1,"http://dbpedia.org/resource/Nassau,_Bahamas",Nassau,APP
9,Qual è la più popolosa della Barbados?,SELECT DISTINCT ?subjOfProp WHERE { ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?subjOfProp <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Barbados> . ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?num . } ORDER BY DESC(?num) LIMIT 1,http://dbpedia.org/resource/Bridgetown,Bridgetown,APP
