id,question,sparql,answer_rdf,answer,frame
3001,l'episodio di C.J. Cregg,select  ?o    {    <http://dbpedia.org/resource/C._J._Cregg> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/The_West_Wing,West Wing - Tutti gli uomini del Presidente,NPP
3002,l'episodio di Chiamata per il morto,select  ?o    {    <http://dbpedia.org/resource/Call_for_the_Dead> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/George_Smiley,George Smiley,NPP
3003,l'episodio di Call of Duty: Black Ops,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_Black_Ops> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3004,l'episodio di Call of Duty: Black Ops Declassified,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_Black_Ops:_Declassified> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3005,l'episodio di Call of Duty: Black Ops II,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_Black_Ops_II> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3006,l'episodio di Call of Duty: Black Ops - Zombies,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_Black_Ops_–_Zombies> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3007,l'episodio di Call of Duty: L'ora degli eroi,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_Finest_Hour> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3008,l'episodio di Call of Duty: Modern Warfare 2,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_Modern_Warfare_2> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3009,l'episodio di Call of Duty: Modern Warfare 3,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_Modern_Warfare_3> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3010,l'episodio di Call of Duty: Roads to Victory,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_Roads_to_Victory> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3011,l'episodio di Call of Duty: United Offensive,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_United_Offensive> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3012,l'episodio di Call of Duty: World at War,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_World_at_War> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3013,l'episodio di Call of Duty: World at War: Final Fronts,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_World_at_War_–_Final_Fronts> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3014,l'episodio di Call of Duty: World at War - Zombies,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty:_Zombies> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3015,l'episodio di Call of Duty (videogioco),select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty_(video_game)> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3016,l'episodio di Call of Duty 2,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty_2> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3017,l'episodio di Call of Duty 2: Big Red One,select  ?o    {    <http://dbpedia.org/resource/Call_of_Duty_2:_Big_Red_One> <http://dbpedia.org/ontology/series>  ?o    },http://dbpedia.org/resource/Call_of_Duty,Call of Duty,NPP
3019,Qual era la residenza di Balázs Taróczy?,select  ?o    {    <http://dbpedia.org/resource/Balázs_Taróczy> <http://dbpedia.org/ontology/residence>  ?o    },http://dbpedia.org/resource/Budapest,Budapest,NPP
3020,Qual è la residenza di Balázs Taróczy?,select  ?o    {    <http://dbpedia.org/resource/Balázs_Taróczy> <http://dbpedia.org/ontology/residence>  ?o    },http://dbpedia.org/resource/Budapest,Budapest,NPP
3021,Qual era la residenza di Bam Neely?,select  ?o    {    <http://dbpedia.org/resource/Bam_Neely> <http://dbpedia.org/ontology/residence>  ?o    },"http://dbpedia.org/resource/Tampa,_Florida",Tampa,NPP
3022,Qual è la residenza di Bam Neely?,select  ?o    {    <http://dbpedia.org/resource/Bam_Neely> <http://dbpedia.org/ontology/residence>  ?o    },"http://dbpedia.org/resource/Tampa,_Florida",Tampa,NPP
3023,Qual era la residenza di Banuve Tabakaucoro?,select  ?o    {    <http://dbpedia.org/resource/Banuve_Tabakaucoro> <http://dbpedia.org/ontology/residence>  ?o    },http://dbpedia.org/resource/Fiji,Figi,NPP
