id,question,sparql,answer_rdf,answer,frame
0,Qual era la capitale della Germania?,select  ?o    {    <http://dbpedia.org/resource/Germany> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Berlin,Berlino Est,NPP
1,Qual è la capitale della Germania?,select  ?o    {    <http://dbpedia.org/resource/Germany> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Berlin,Berlino Est,NPP
2,Quale città è la capitale della Germania?,select  ?o    {    <http://dbpedia.org/resource/Germany> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Berlin,Berlino Est,NPP
3,Qual era la capitale della Colonia di Rhode Island e delle Piantagioni di Providence?,select  ?o    {    <http://dbpedia.org/resource/Colony_of_Rhode_Island_and_Providence_Plantations> <http://dbpedia.org/ontology/capital>  ?o    },"http://dbpedia.org/resource/Newport,_Rhode_Island",Newport (Rhode Island),NPP
4,Qual è la capitale della Colonia di Rhode Island e delle Piantagioni di Providence?,select  ?o    {    <http://dbpedia.org/resource/Colony_of_Rhode_Island_and_Providence_Plantations> <http://dbpedia.org/ontology/capital>  ?o    },"http://dbpedia.org/resource/Newport,_Rhode_Island",Newport (Rhode Island),NPP
5,Quale città è la capitale della Colonia di Rhode Island e delle Piantagioni di Providence?,select  ?o    {    <http://dbpedia.org/resource/Colony_of_Rhode_Island_and_Providence_Plantations> <http://dbpedia.org/ontology/capital>  ?o    },"http://dbpedia.org/resource/Newport,_Rhode_Island",Newport (Rhode Island),NPP
6,Qual era la capitale della Territorio del Colorado?,select  ?o    {    <http://dbpedia.org/resource/Colorado_Territory> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Denver,Denver,NPP
7,Qual è la capitale della Territorio del Colorado?,select  ?o    {    <http://dbpedia.org/resource/Colorado_Territory> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Denver,Denver,NPP
8,Quale città è la capitale della Territorio del Colorado?,select  ?o    {    <http://dbpedia.org/resource/Colorado_Territory> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Denver,Denver,NPP
9,Qual era la capitale della Comunità dei lavoratori estoni?,select  ?o    {    <http://dbpedia.org/resource/Commune_of_the_Working_People_of_Estonia> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Narva,Narva (città),NPP
10,Qual è la capitale della Comunità dei lavoratori estoni?,select  ?o    {    <http://dbpedia.org/resource/Commune_of_the_Working_People_of_Estonia> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Narva,Narva (città),NPP
11,Quale città è la capitale della Comunità dei lavoratori estoni?,select  ?o    {    <http://dbpedia.org/resource/Commune_of_the_Working_People_of_Estonia> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Narva,Narva (città),NPP
12,Qual era la capitale della Colonia del Connecticut?,select  ?o    {    <http://dbpedia.org/resource/Connecticut_Colony> <http://dbpedia.org/ontology/capital>  ?o    },"http://dbpedia.org/resource/Hartford,_Connecticut",Hartford,NPP
13,Qual è la capitale della Colonia del Connecticut?,select  ?o    {    <http://dbpedia.org/resource/Connecticut_Colony> <http://dbpedia.org/ontology/capital>  ?o    },"http://dbpedia.org/resource/Hartford,_Connecticut",Hartford,NPP
14,Quale città è la capitale della Colonia del Connecticut?,select  ?o    {    <http://dbpedia.org/resource/Connecticut_Colony> <http://dbpedia.org/ontology/capital>  ?o    },"http://dbpedia.org/resource/Hartford,_Connecticut",Hartford,NPP
18,Qual era la capitale della Elettorato d'Assia?,select  ?o    {    <http://dbpedia.org/resource/Electorate_of_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Kassel,Kassel,NPP
19,Qual è la capitale della Elettorato d'Assia?,select  ?o    {    <http://dbpedia.org/resource/Electorate_of_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Kassel,Kassel,NPP
20,Quale città è la capitale della Elettorato d'Assia?,select  ?o    {    <http://dbpedia.org/resource/Electorate_of_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Kassel,Kassel,NPP
21,Qual era la capitale della Langraviato d'Assia-Darmstadt?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Darmstadt,Darmstadt,NPP
22,Qual è la capitale della Langraviato d'Assia-Darmstadt?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Darmstadt,Darmstadt,NPP
23,Quale città è la capitale della Langraviato d'Assia-Darmstadt?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Darmstadt,Darmstadt,NPP
24,Qual era la capitale della Granducato d'Assia?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Darmstadt,Darmstadt,NPP
25,Qual è la capitale della Granducato d'Assia?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Darmstadt,Darmstadt,NPP
26,Quale città è la capitale della Granducato d'Assia?,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Darmstadt,Darmstadt,NPP
27,Qual era la capitale della Grande Assia?,select  ?o    {    <http://dbpedia.org/resource/Greater_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Wiesbaden,Wiesbaden,NPP
28,Qual è la capitale della Grande Assia?,select  ?o    {    <http://dbpedia.org/resource/Greater_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Wiesbaden,Wiesbaden,NPP
29,Quale città è la capitale della Grande Assia?,select  ?o    {    <http://dbpedia.org/resource/Greater_Hesse> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Wiesbaden,Wiesbaden,NPP
30,Qual era la capitale della Hamdanidi?,select  ?o    {    <http://dbpedia.org/resource/Hamdanid_dynasty> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Aleppo,Aleppo,NPP
31,Qual è la capitale della Hamdanidi?,select  ?o    {    <http://dbpedia.org/resource/Hamdanid_dynasty> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Aleppo,Aleppo,NPP
32,Quale città è la capitale della Hamdanidi?,select  ?o    {    <http://dbpedia.org/resource/Hamdanid_dynasty> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Aleppo,Aleppo,NPP
36,Qual era la capitale della Betica?,select  ?o    {    <http://dbpedia.org/resource/Hispania_Baetica> <http://dbpedia.org/ontology/capital>  ?o    },"http://dbpedia.org/resource/Córdoba,_Spain",Cordova,NPP
37,Qual è la capitale della Betica?,select  ?o    {    <http://dbpedia.org/resource/Hispania_Baetica> <http://dbpedia.org/ontology/capital>  ?o    },"http://dbpedia.org/resource/Córdoba,_Spain",Cordova,NPP
38,Quale città è la capitale della Betica?,select  ?o    {    <http://dbpedia.org/resource/Hispania_Baetica> <http://dbpedia.org/ontology/capital>  ?o    },"http://dbpedia.org/resource/Córdoba,_Spain",Cordova,NPP
39,Qual era la capitale della Ittiti?,select  ?o    {    <http://dbpedia.org/resource/Hittites> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Hattusa,Boğazkale,NPP
40,Qual è la capitale della Ittiti?,select  ?o    {    <http://dbpedia.org/resource/Hittites> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Hattusa,Boğazkale,NPP
41,Quale città è la capitale della Ittiti?,select  ?o    {    <http://dbpedia.org/resource/Hittites> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Hattusa,Boğazkale,NPP
42,Qual era la capitale della Condominio delle Nuove Ebridi?,select  ?o    {    <http://dbpedia.org/resource/New_Hebrides> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Port_Vila,Port Vila,NPP
43,Qual è la capitale della Condominio delle Nuove Ebridi?,select  ?o    {    <http://dbpedia.org/resource/New_Hebrides> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Port_Vila,Port Vila,NPP
44,Quale città è la capitale della Condominio delle Nuove Ebridi?,select  ?o    {    <http://dbpedia.org/resource/New_Hebrides> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Port_Vila,Port Vila,NPP
48,Qual era la capitale della Provincia d'Assia?,select  ?o    {    <http://dbpedia.org/resource/Province_of_Kurhessen> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Kassel,Kassel,NPP
49,Qual è la capitale della Provincia d'Assia?,select  ?o    {    <http://dbpedia.org/resource/Province_of_Kurhessen> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Kassel,Kassel,NPP
50,Quale città è la capitale della Provincia d'Assia?,select  ?o    {    <http://dbpedia.org/resource/Province_of_Kurhessen> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Kassel,Kassel,NPP
51,Qual era la capitale della Sayn-Wittgenstein-Hohenstein?,select  ?o    {    <http://dbpedia.org/resource/Sayn-Wittgenstein-Hohenstein> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Bad_Laasphe,Bad Laasphe,NPP
52,Qual è la capitale della Sayn-Wittgenstein-Hohenstein?,select  ?o    {    <http://dbpedia.org/resource/Sayn-Wittgenstein-Hohenstein> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Bad_Laasphe,Bad Laasphe,NPP
53,Quale città è la capitale della Sayn-Wittgenstein-Hohenstein?,select  ?o    {    <http://dbpedia.org/resource/Sayn-Wittgenstein-Hohenstein> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Bad_Laasphe,Bad Laasphe,NPP
54,Qual era la capitale della Stato di Hannover?,select  ?o    {    <http://dbpedia.org/resource/State_of_Hanover> <http://dbpedia.org/ontology/capital>  ?o    },http://dbpedia.org/resource/Hanover,Hannover,NPP
