"binding","label"
"http://dbpedia.org/resource/Aiuruoca","Aiuruoca"
"http://dbpedia.org/resource/Akakor","Akakor"
"http://dbpedia.org/resource/Akshak","Akshak"
"http://dbpedia.org/resource/History_of_Kraków","Storia di Cracovia"
"http://dbpedia.org/resource/Holts_Summit,_Missouri","Holts Summit"
"http://dbpedia.org/resource/Humnabad","Homnabad"
"http://dbpedia.org/resource/Hustonville,_Kentucky","Hustonville"
"http://dbpedia.org/resource/Hà_Tĩnh","Hà Tĩnh"
"http://dbpedia.org/resource/Iklehra","Iklehra"
"http://dbpedia.org/resource/Jajpur","Jajpur"
"http://dbpedia.org/resource/Jamame","Giamama"
"http://dbpedia.org/resource/Jolfa,_Iran_(city)","Jolfa"
"http://dbpedia.org/resource/Jonava","Jonava"
"http://dbpedia.org/resource/Kanti","Kanti (città)"
"http://dbpedia.org/resource/Kurali","Kurali"
"http://dbpedia.org/resource/Le_Roy,_Illinois","Le Roy (Illinois)"
"http://dbpedia.org/resource/Libas_Pur","Libas Pur"
"http://dbpedia.org/resource/Ludhiana","Ludhiana"
"http://dbpedia.org/resource/Martelle,_Iowa","Martelle"
"http://dbpedia.org/resource/Maynardville,_Tennessee","Maynardville"
"http://dbpedia.org/resource/Mbacké","Mbacké"
"http://dbpedia.org/resource/Melamaiyur","Melamaiyur"
"http://dbpedia.org/resource/Melvern,_Kansas","Melvern"
"http://dbpedia.org/resource/Metropolitan_City_of_Genoa","Città metropolitana di Genova"
"http://dbpedia.org/resource/Meybod","Meybod"
"http://dbpedia.org/resource/Mishan","Mishan"
"http://dbpedia.org/resource/Mojokerto","Mojokerto"
"http://dbpedia.org/resource/Morganfield,_Kentucky","Morganfield"
"http://dbpedia.org/resource/Mänttä-Vilppula","Mänttä-Vilppula"
"http://dbpedia.org/resource/Móng_Cái","Móng Cái"
"http://dbpedia.org/resource/Nador","Nador"
"http://dbpedia.org/resource/Nainital_Cantonment","Nainital Cantonment"
"http://dbpedia.org/resource/Nemenčinė","Nemenčinė"
"http://dbpedia.org/resource/Netawaka,_Kansas","Netawaka"
"http://dbpedia.org/resource/New_Bern,_North_Carolina","New Bern"
"http://dbpedia.org/resource/Nilopolis","Delas"
"http://dbpedia.org/resource/Nueva_Carteya","Nueva Carteya"
"http://dbpedia.org/resource/Olmaliq","Olmaliq"
"http://dbpedia.org/resource/Paintsville,_Kentucky","Paintsville"
"http://dbpedia.org/resource/Palmhurst,_Texas","Palmhurst"
"http://dbpedia.org/resource/Patharia","Patharia"
"http://dbpedia.org/resource/Peekskill,_New_York","Peekskill"
"http://dbpedia.org/resource/Quibdó","Quibdó"
"http://dbpedia.org/resource/Rajasansi","Raja Sansi"
"http://dbpedia.org/resource/Rajula","Rajula"
"http://dbpedia.org/resource/Ratannagar","Ratannagar"
"http://dbpedia.org/resource/Ridgetop,_Tennessee","Ridgetop"
"http://dbpedia.org/resource/Rietavas","Rietavas"
"http://dbpedia.org/resource/Robbinsdale,_Minnesota","Robbinsdale"
"http://dbpedia.org/resource/Roman_Forest,_Texas","Roman Forest"
"http://dbpedia.org/resource/Rudan","Deh Barez"
"http://dbpedia.org/resource/Rusadir","Cabo de Tres Forcas"
"http://dbpedia.org/resource/Rustamnagar_Sahaspur","Rustamnagar Sahaspur"
"http://dbpedia.org/resource/Saikai,_Nagasaki","Saikai"
"http://dbpedia.org/resource/Sainte-Brigitte-de-Laval","Sainte-Brigitte-de-Laval"
"http://dbpedia.org/resource/Sarayan","Sarayan"
"http://dbpedia.org/resource/Sarwar","Sarwar"
"http://dbpedia.org/resource/Savonlinna","Savonlinna"
"http://dbpedia.org/resource/Seacouver","Seacouver"
"http://dbpedia.org/resource/Shangluo","Shangluo"
"http://dbpedia.org/resource/Shimonoseki","Shimonoseki"
"http://dbpedia.org/resource/Skellefteå","Skellefteå"
"http://dbpedia.org/resource/St._Anthony,_Minnesota","St. Anthony (Minnesota)"
"http://dbpedia.org/resource/St._Charles,_Missouri","Saint Charles (Missouri)"
"http://dbpedia.org/resource/St._Maries,_Idaho","St. Maries"
"http://dbpedia.org/resource/Teplodar","Teplodar"
"http://dbpedia.org/resource/Trommald,_Minnesota","Trommald"
"http://dbpedia.org/resource/Ventanas","Ventanas (Ecuador)"
"http://dbpedia.org/resource/Villa_María","Villa María"
"http://dbpedia.org/resource/Weyburn","Weyburn"
"http://dbpedia.org/resource/Willisburg,_Kentucky","Willisburg"
"http://dbpedia.org/resource/Yasukand","Yasukand"
"http://dbpedia.org/resource/Zhdanivka","Ždanivka"
"http://dbpedia.org/resource/Bou_Ismaïl","Bou Ismaïl"
"http://dbpedia.org/resource/Calcahualco","Calcahualco"
"http://dbpedia.org/resource/Camutanga","Camutanga"
"http://dbpedia.org/resource/Karwar","Karwar"
"http://dbpedia.org/resource/Khamaria,_Jabalpur","Ordnance Factory Khamaria"
"http://dbpedia.org/resource/Kimballton,_Iowa","Kimballton"
"http://dbpedia.org/resource/Kirishi","Kiriši"
"http://dbpedia.org/resource/Kodigenahalli","Kodigenahalli"
"http://dbpedia.org/resource/Korochi","Korochi"
"http://dbpedia.org/resource/Kudirkos_Naumiestis","Kudirkos Naumiestis"
"http://dbpedia.org/resource/Kupiansk","Kup""jans'k"
"http://dbpedia.org/resource/Liuzhou","Liuzhou"
"http://dbpedia.org/resource/Lomé","Lomé"
"http://dbpedia.org/resource/Luthersville,_Georgia","Luthersville"
"http://dbpedia.org/resource/Mitzic","Mitzic"
"http://dbpedia.org/resource/Modriča","Modriča"
"http://dbpedia.org/resource/Moirang","Moirang"
"http://dbpedia.org/resource/Monastyryshche","Monastyryšče"
"http://dbpedia.org/resource/Mount_Enterprise,_Texas","Mount Enterprise"
"http://dbpedia.org/resource/Naravarikuppam","Naravarikuppam"
"http://dbpedia.org/resource/Navsari","Navsari"
"http://dbpedia.org/resource/Obukhiv","Obuchiv"
"http://dbpedia.org/resource/Omaezaki","Omaezaki"
"http://dbpedia.org/resource/Pagar_Alam","Pagar Alam"
"http://dbpedia.org/resource/Palmilla","Palmilla"
"http://dbpedia.org/resource/Paso_de_Carrasco","Paso de Carrasco"
"http://dbpedia.org/resource/Pirawa","Pirawa"
"http://dbpedia.org/resource/Popejoy,_Iowa","Popejoy"
"http://dbpedia.org/resource/Reedsport,_Oregon","Reedsport"
"http://dbpedia.org/resource/River_Rouge,_Michigan","River Rouge"
"http://dbpedia.org/resource/Rmaich","Rmeich"
"http://dbpedia.org/resource/Santa_María,_Catamarca","Santa María (Catamarca)"
"http://dbpedia.org/resource/Selebi-Phikwe","Selebi Pikwe"
"http://dbpedia.org/resource/Serrion_Teichos","Serrion Teichos"
"http://dbpedia.org/resource/Seýdi","Seýdi"
"http://dbpedia.org/resource/Shannon_City,_Iowa","Shannon City"
"http://dbpedia.org/resource/Sidi_Ifni","Sidi Ifni"
"http://dbpedia.org/resource/South_Carrollton,_Kentucky","South Carrollton"
"http://dbpedia.org/resource/Southern_Arizona","Arizona meridionale"
"http://dbpedia.org/resource/St._Joseph,_Missouri","St. Joseph (Missouri)"
"http://dbpedia.org/resource/St._Marys,_Pennsylvania","St. Marys (Pennsylvania)"
"http://dbpedia.org/resource/Straßgang","Straßgang"
"http://dbpedia.org/resource/Suifenhe","Suifenhe"
"http://dbpedia.org/resource/Sunyani","Sunyani"
"http://dbpedia.org/resource/Tacurong","Tacurong"
"http://dbpedia.org/resource/Tajrish","Tajrish"
"http://dbpedia.org/resource/Telde","Telde"
"http://dbpedia.org/resource/Tenamaxtlán","Tenamaxtlán"
"http://dbpedia.org/resource/Thaltej","Thaltej"
"http://dbpedia.org/resource/Thokur-62","Thokur-62"
"http://dbpedia.org/resource/Tokchon","Tokchon"
"http://dbpedia.org/resource/Tomiya,_Miyagi","Tomiya"
"http://dbpedia.org/resource/Tuyên_Quang","Tuyen Quang"
"http://dbpedia.org/resource/Türkmenabat","Türkmenabat"
"http://dbpedia.org/resource/Vopnafjörður","Vopnafjörður (fiordo)"
"http://dbpedia.org/resource/Vopnafjörður","Vopnafjörður (comune)"
"http://dbpedia.org/resource/Vyara","Vyara"
"http://dbpedia.org/resource/Winter_Springs,_Florida","Winter Springs"
"http://dbpedia.org/resource/Zhongwei","Zhongwei"
"http://dbpedia.org/resource/Atalanta_(Bottiaea)","Atalanta (Bottiaea)"
"http://dbpedia.org/resource/Atella","Atella (città antica)"
"http://dbpedia.org/resource/Attanasus","Diocesi di Attanaso"
"http://dbpedia.org/resource/Attuda","Diocesi di Attuda"
"http://dbpedia.org/resource/Augurus","Diocesi di Auguro"
"http://dbpedia.org/resource/Carallia_(Pamphylia)","Diocesi di Carallia"
"http://dbpedia.org/resource/Casina_Pio_IV","Casina di Pio IV"
"http://dbpedia.org/resource/Cassope","Cassope"
"http://dbpedia.org/resource/Tychy","Tychy"
"http://dbpedia.org/resource/Tysmenytsia","Tysmenycja"
"http://dbpedia.org/resource/Táriba","Táriba"
"http://dbpedia.org/resource/Tân_An","Tân An"
"http://dbpedia.org/resource/Târgoviște","Târgoviște"
"http://dbpedia.org/resource/Tây_Ninh","Tay Ninh"
"http://dbpedia.org/resource/Tébessa","Tébessa"
"http://dbpedia.org/resource/Témiscouata-sur-le-Lac","Témiscouata-sur-le-Lac"
"http://dbpedia.org/resource/Tôlanaro","Tolagnaro"
"http://dbpedia.org/resource/Tōgane","Tōgane"
"http://dbpedia.org/resource/Tōkai,_Aichi","Tōkai (Aichi)"
"http://dbpedia.org/resource/Tōkamachi","Tōkamachi"
"http://dbpedia.org/resource/Ubon_Ratchathani","Ubon Ratchathani"
"http://dbpedia.org/resource/Uchana","Uchana"
"http://dbpedia.org/resource/Udaipura","Udaipura"
"http://dbpedia.org/resource/Udgir","Udgir"
"http://dbpedia.org/resource/Uenohara","Uenohara"
"http://dbpedia.org/resource/Uffenheim","Uffenheim"
"http://dbpedia.org/resource/Ugíjar","Ugíjar"
"http://dbpedia.org/resource/Uhniv","Uhniv"
"http://dbpedia.org/resource/Uhrichsville,_Ohio","Uhrichsville"
"http://dbpedia.org/resource/Uijeongbu","Uijeongbu"
"http://dbpedia.org/resource/Uiwang","Uiwang"
"http://dbpedia.org/resource/Ujhani","Ujhani"
"http://dbpedia.org/resource/Uklana_Mandi","Uklanamandi"
"http://dbpedia.org/resource/Ukmergė","Ukmergė"
"http://dbpedia.org/resource/Ulanhot","Ulanhot"
"http://dbpedia.org/resource/Ulpiana","Ulpiana"
"http://dbpedia.org/resource/Ulsan","Ulsan"
"http://dbpedia.org/resource/Ulundi","Municipalità locale di Ulundi"
"http://dbpedia.org/resource/Ulundi","Ulundi"
"http://dbpedia.org/resource/Umag","Umago"
"http://dbpedia.org/resource/Umargam_INA","Umbergaon INA"
"http://dbpedia.org/resource/Umarsara","Umarsara"
"http://dbpedia.org/resource/Umbrete","Umbrete"
"http://dbpedia.org/resource/Umm_Al_Quwain","Emirato di Umm al-Qaywayn"
"http://dbpedia.org/resource/Umred","Umred"
"http://dbpedia.org/resource/Umuahia","Umuahia"
"http://dbpedia.org/resource/Umuarama","Umuarama"
"http://dbpedia.org/resource/Unalakleet,_Alaska","Unalakleet"
"http://dbpedia.org/resource/Uncha_Siwana","Uncha Siwana"
"http://dbpedia.org/resource/Union_Point,_Georgia","Union Point"
"http://dbpedia.org/resource/Unzen,_Nagasaki","Unzen"
"http://dbpedia.org/resource/Uonuma","Uonuma"
"http://dbpedia.org/resource/Upata","Upata"
"http://dbpedia.org/resource/Urayasu","Urayasu"
"http://dbpedia.org/resource/Urbank,_Minnesota","Urbank"
"http://dbpedia.org/resource/Urbino","Urbino"
"http://dbpedia.org/resource/Urgench","Urgench"
"http://dbpedia.org/resource/Usakos","Usakos"
"http://dbpedia.org/resource/Usawan","Usawan"
"http://dbpedia.org/resource/Ushiku,_Ibaraki","Ushiku"
"http://dbpedia.org/resource/Ust-Tsilma","Ust'-Cil'ma"
"http://dbpedia.org/resource/Manavadar","Manavadar"
"http://dbpedia.org/resource/Pereshchepyne","Pereščepyne"
"http://dbpedia.org/resource/Zumbro_Falls,_Minnesota","Zumbro Falls"
"http://dbpedia.org/resource/Hirara,_Okinawa","Hirara"
"http://dbpedia.org/resource/Imperial_cities_of_Morocco","Città imperiali"
"http://dbpedia.org/resource/Minas_Tirith","Minas Tirith"
"http://dbpedia.org/resource/Pitiniana","Pitiniana"
"http://dbpedia.org/resource/Santa_Terezinha,_Pernambuco","Santa Terezinha (Pernambuco)"
"http://dbpedia.org/resource/Saticula","Saticula"
"http://dbpedia.org/resource/Mkokotoni","Mkokotoni"
"http://dbpedia.org/resource/Piparcity","Pipar City"
"http://dbpedia.org/resource/Tlapacoyan","Tlapacoyan"
"http://dbpedia.org/resource/Óbuda","Óbuda"
"http://dbpedia.org/resource/Ilópolis","Ilópolis"
"http://dbpedia.org/resource/Lamphua","Diocesi di Lamfua"
"http://dbpedia.org/resource/Eduardo_Castex","Eduardo Castex"
"http://dbpedia.org/resource/List_of_tallest_buildings_in_Naples","Grattacieli di Napoli"
"http://dbpedia.org/resource/List_of_tallest_buildings_in_Shanghai","Grattacieli più alti di Shanghai"
"http://dbpedia.org/resource/Quattro_Canti,_Catania","Quattro Canti (Catania)"
"http://dbpedia.org/resource/Abasolo,_Guanajuato","Abasolo (Guanajuato)"
"http://dbpedia.org/resource/Abeno-ku,_Osaka","Abeno-ku"
"http://dbpedia.org/resource/Adhamiyah","Al-A'zamiyya"
"http://dbpedia.org/resource/Adkins,_Texas","Adkins (Texas)"
"http://dbpedia.org/resource/Aetna_(city)","Aitna"
"http://dbpedia.org/resource/Agnus_(Egypt)","Diocesi di Agno"
"http://dbpedia.org/resource/Akasaka,_Tokyo","Akasaka"
"http://dbpedia.org/resource/Akasaka_Sacas","Akasaka Sacas"
"http://dbpedia.org/resource/Alagoa,_Minas_Gerais","Alagoa"
"http://dbpedia.org/resource/Albertina,_Minas_Gerais","Albertina (Brasile)"
"http://dbpedia.org/resource/Alexander,_Arkansas","Alexander (Arkansas)"
"http://dbpedia.org/resource/Alexander,_Iowa","Alexander (Iowa)"
"http://dbpedia.org/resource/Alexander,_Kansas","Alexander (Kansas)"
"http://dbpedia.org/resource/Alexander,_North_Dakota","Alexander (Dakota del Nord)"
"http://dbpedia.org/resource/Alexander_City,_Alabama","Alexander City"
"http://dbpedia.org/resource/Alexandria","Alexandria (Virginia)"
"http://dbpedia.org/resource/Alexandria","Alessandria d'Egitto"
"http://dbpedia.org/resource/Alexandria,_Indiana","Alexandria (Indiana)"
"http://dbpedia.org/resource/Alexandria,_Kentucky","Alexandria (Kentucky)"
"http://dbpedia.org/resource/Alexandria,_Louisiana","Alexandria (Louisiana)"
"http://dbpedia.org/resource/Alexandria,_Minnesota","Alexandria (Minnesota)"
"http://dbpedia.org/resource/Alexandria,_Missouri","Alexandria (Missouri)"
"http://dbpedia.org/resource/Alexandria,_Romania","Alexandria (Romania)"
"http://dbpedia.org/resource/Alexandria,_South_Dakota","Alexandria (Dakota del Sud)"
"http://dbpedia.org/resource/Alexandria,_Virginia","Alexandria (Virginia)"
"http://dbpedia.org/resource/Alexandria,_Virginia","Alessandria d'Egitto"
"http://dbpedia.org/resource/Alexandria_Bucephalous","Alessandria Bucefala"
"http://dbpedia.org/resource/Aley","Aley"
"http://dbpedia.org/resource/Algarrobo,_Chile","Algarrobo (Cile)"
"http://dbpedia.org/resource/Algiers","Algeri"
"http://dbpedia.org/resource/Algoma,_Wisconsin","Algoma (Contea di Kewaunee, Wisconsin)"
"http://dbpedia.org/resource/Algona,_Washington","Algona (Washington)"
"http://dbpedia.org/resource/Algood,_Tennessee","Algood"
"http://dbpedia.org/resource/Alhambra,_California","Alhambra (California)"
"http://dbpedia.org/resource/Alice,_North_Dakota","Alice (Dakota del Nord)"
"http://dbpedia.org/resource/Alice,_Texas","Alice (Texas)"
"http://dbpedia.org/resource/Aliso_Viejo,_California","Aliso Viejo"
"http://dbpedia.org/resource/Alkmaar","Alkmaar"
"http://dbpedia.org/resource/Allahabad","Prayagraj"
"http://dbpedia.org/resource/Allegan,_Michigan","Allegan"
"http://dbpedia.org/resource/Allen,_Kansas","Allen (Kansas)"
"http://dbpedia.org/resource/Allen,_Kentucky","Allen (Kentucky)"
"http://dbpedia.org/resource/Allen,_Texas","Allen (Texas)"
"http://dbpedia.org/resource/Allendale,_Missouri","Allendale (Missouri)"
"http://dbpedia.org/resource/Allenhurst,_Georgia","Allenhurst (Georgia)"
"http://dbpedia.org/resource/Allensville,_Kentucky","Allensville (Kentucky)"
"http://dbpedia.org/resource/Allentown,_Georgia","Allentown (Georgia)"
"http://dbpedia.org/resource/Allentown,_Pennsylvania","Allentown (Pennsylvania)"
"http://dbpedia.org/resource/Allerton,_Iowa","Allerton (Iowa)"
"http://dbpedia.org/resource/Alliance,_Nebraska","Alliance (Nebraska)"
"http://dbpedia.org/resource/Alliance,_Ohio","Alliance (Ohio)"
"http://dbpedia.org/resource/Allison_Park,_Pennsylvania","Allison Park"
"http://dbpedia.org/resource/Alma,_Arkansas","Alma (Arkansas)"
"http://dbpedia.org/resource/Alma,_Georgia","Alma (Georgia)"
"http://dbpedia.org/resource/Alma,_Kansas","Alma (Kansas)"
"http://dbpedia.org/resource/Alma,_Michigan","Alma (Michigan)"
"http://dbpedia.org/resource/Alma,_Missouri","Alma (Missouri)"
"http://dbpedia.org/resource/Alma,_Nebraska","Alma (Nebraska)"
"http://dbpedia.org/resource/Alma,_Wisconsin","Alma (Wisconsin)"
"http://dbpedia.org/resource/Almada","Almada"
"http://dbpedia.org/resource/Almaty","Almaty"
"http://dbpedia.org/resource/Almena,_Kansas","Almena (Kansas)"
"http://dbpedia.org/resource/Almere","Almere"
"http://dbpedia.org/resource/Almodóvar_del_Río","Almodóvar del Río"
"http://dbpedia.org/resource/Almont,_North_Dakota","Almont (Dakota del Nord)"
"http://dbpedia.org/resource/Alor_Setar","Alor Setar"
"http://dbpedia.org/resource/Alpena,_Michigan","Alpena (Michigan)"
"http://dbpedia.org/resource/Alpha,_Minnesota","Alpha (Minnesota)"
"http://dbpedia.org/resource/Alphen_aan_den_Rijn","Alphen aan den Rijn"
"http://dbpedia.org/resource/Alpine,_Texas","Alpine (Texas)"
"http://dbpedia.org/resource/Alpine,_Utah","Alpine (Utah)"
"http://dbpedia.org/resource/Alsen,_North_Dakota","Alsen"
"http://dbpedia.org/resource/Alta,_Iowa","Alta (Iowa)"
"http://dbpedia.org/resource/Alta_Gracia","Alta Gracia"
"http://dbpedia.org/resource/Alta_Vista,_Iowa","Alta Vista (Iowa)"
"http://dbpedia.org/resource/Alta_Vista,_Kansas","Alta Vista (Kansas)"
"http://dbpedia.org/resource/Altamira,_Pará","Altamira (Pará)"
"http://dbpedia.org/resource/Altamont,_Illinois","Altamont (Illinois)"
"http://dbpedia.org/resource/Altamont,_Kansas","Altamont (Kansas)"
"http://dbpedia.org/resource/Altamura","Altamura"
"http://dbpedia.org/resource/Altenburg,_Missouri","Altenburg (Missouri)"
"http://dbpedia.org/resource/Alto_Alegre,_Roraima","Alto Alegre (Roraima)"
"http://dbpedia.org/resource/Alton,_Illinois","Alton (Illinois)"
"http://dbpedia.org/resource/Alton,_Kansas","Alton (Kansas)"
"http://dbpedia.org/resource/Alton,_Missouri","Alton (Missouri)"
"http://dbpedia.org/resource/Alton,_Texas","Alton (Texas)"
"http://dbpedia.org/resource/Altoona,_Kansas","Altoona (Kansas)"
"http://dbpedia.org/resource/Altoona,_Pennsylvania","Altoona (Pennsylvania)"
"http://dbpedia.org/resource/Altoona,_Wisconsin","Altoona (Wisconsin)"
"http://dbpedia.org/resource/Altura,_Minnesota","Altura (Minnesota)"
"http://dbpedia.org/resource/Altus,_Arkansas","Altus (Arkansas)"
"http://dbpedia.org/resource/Altus,_Oklahoma","Altus (Oklahoma)"
"http://dbpedia.org/resource/Alva,_Oklahoma","Alva (Oklahoma)"
"http://dbpedia.org/resource/Alvan,_Iran","Alvan"
"http://dbpedia.org/resource/Alvand,_Iran","Alvand"
"http://dbpedia.org/resource/Alvarado,_Minnesota","Alvarado (Minnesota)"
"http://dbpedia.org/resource/Alvarado,_Texas","Alvarado (Texas)"
"http://dbpedia.org/resource/Alvarado,_Tolima","Alvarado (Colombia)"
"http://dbpedia.org/resource/Alvarado,_Veracruz","Alvarado (Veracruz)"
"http://dbpedia.org/resource/Alvin,_Texas","Alvin (Texas)"
"http://dbpedia.org/resource/Alvorada","Alvorada (Rio Grande do Sul)"
"http://dbpedia.org/resource/Alvord,_Iowa","Alvord (Iowa)"
"http://dbpedia.org/resource/Alytus","Alytus"
"http://dbpedia.org/resource/Ama,_Aichi","Ama (Aichi)"
"http://dbpedia.org/resource/Amador_City,_California","Amador City"
"http://dbpedia.org/resource/Amagi,_Fukuoka","Amagi (Fukuoka)"
"http://dbpedia.org/resource/Amakusa,_Kumamoto","Distretto di Amakusa"
"http://dbpedia.org/resource/Amakusa,_Kumamoto","Amakusa"
"http://dbpedia.org/resource/Amami,_Kagoshima","Amami (Kagoshima)"
"http://dbpedia.org/resource/Amarah","Amara (Romania)"
"http://dbpedia.org/resource/Amarah","Al-'Amara"
"http://dbpedia.org/resource/Amaravati","Amaravati (capitale)"
"http://dbpedia.org/resource/Amarillo,_Texas","Amarillo"
"http://dbpedia.org/resource/Amarpur,_Banka","Amarpur (Bihar)"
"http://dbpedia.org/resource/Ambler,_Alaska","Ambler (Alaska)"
"http://dbpedia.org/resource/Ambon,_Maluku","Ambon (città)"
"http://dbpedia.org/resource/Ambrose,_Georgia","Ambrose (Georgia)"
"http://dbpedia.org/resource/Ambrose,_North_Dakota","Ambrose (Dakota del Nord)"
"http://dbpedia.org/resource/Ameca,_Jalisco","Ameca"
"http://dbpedia.org/resource/Amenia,_North_Dakota","Amenia (Dakota del Nord)"
"http://dbpedia.org/resource/American_Fork,_Utah","American Fork"
"http://dbpedia.org/resource/Americus,_Georgia","Americus (Georgia)"
"http://dbpedia.org/resource/Americus,_Kansas","Americus (Kansas)"
"http://dbpedia.org/resource/Amersfoort","Amersfoort"
"http://dbpedia.org/resource/Amery,_Wisconsin","Amery (Wisconsin)"
"http://dbpedia.org/resource/Ames,_Iowa","Ames (Iowa)"
"http://dbpedia.org/resource/Ames,_Texas","Ames (Texas)"
"http://dbpedia.org/resource/Amesbury,_Massachusetts","Amesbury (Massachusetts)"
"http://dbpedia.org/resource/Amherst,_Ohio","Amherst (Ohio)"
"http://dbpedia.org/resource/Amherst,_Texas","Amherst (Texas)"
"http://dbpedia.org/resource/Amidon,_North_Dakota","Amidon"
"http://dbpedia.org/resource/Amiriyeh","Amiriyeh"
"http://dbpedia.org/resource/Amirkola","Amir Kola"
"http://dbpedia.org/resource/Amity,_Oregon","Amity (Oregon)"
"http://dbpedia.org/resource/Amloh","Amloh"
"http://dbpedia.org/resource/Amman","Amman"
"http://dbpedia.org/resource/Ammon,_Idaho","Ammon (Idaho)"
"http://dbpedia.org/resource/Amol","Amol"
"http://dbpedia.org/resource/Amoret,_Missouri","Amoret"
"http://dbpedia.org/resource/Amreli","Amreli"
"http://dbpedia.org/resource/Amsterdam","Amsterdam"
"http://dbpedia.org/resource/Amsterdam,_Missouri","Amsterdam (Missouri)"
"http://dbpedia.org/resource/Amsterdam_(city),_New_York","Amsterdam (New York)"
