id,question,sparql,answer_rdf,answer,frame
0,Qual era il marito di Baldassarre di Turingia?,"select  ?o    {    <http://dbpedia.org/resource/Balthasar,_Landgrave_of_Thuringia> <http://dbpedia.org/ontology/spouse>  ?o    }",http://dbpedia.org/resource/Anna_of_Saxe-Wittenberg,,NPP
1,Qual è il marito di Baldassarre di Turingia?,"select  ?o    {    <http://dbpedia.org/resource/Balthasar,_Landgrave_of_Thuringia> <http://dbpedia.org/ontology/spouse>  ?o    }",http://dbpedia.org/resource/Anna_of_Saxe-Wittenberg,,NPP
2,Qual era il marito di Balu Mahendra?,select  ?o    {    <http://dbpedia.org/resource/Balu_Mahendra> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Shoba,,NPP
3,Qual è il marito di Balu Mahendra?,select  ?o    {    <http://dbpedia.org/resource/Balu_Mahendra> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Shoba,,NPP
4,Qual era il marito di Bam Bam Bigelow?,select  ?o    {    <http://dbpedia.org/resource/Bam_Bam_Bigelow> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Slammy_Award,Slammy Award,NPP
5,Qual è il marito di Bam Bam Bigelow?,select  ?o    {    <http://dbpedia.org/resource/Bam_Bam_Bigelow> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Slammy_Award,Slammy Award,NPP
6,Qual era il marito di Bam Margera?,select  ?o    {    <http://dbpedia.org/resource/Bam_Margera> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Missy_Rothstein,,NPP
7,Qual è il marito di Bam Margera?,select  ?o    {    <http://dbpedia.org/resource/Bam_Margera> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Missy_Rothstein,,NPP
8,Qual era il marito di Bamie Roosevelt?,select  ?o    {    <http://dbpedia.org/resource/Bamie_Roosevelt> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/William_S._Cowles,,NPP
9,Qual è il marito di Bamie Roosevelt?,select  ?o    {    <http://dbpedia.org/resource/Bamie_Roosevelt> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/William_S._Cowles,,NPP
10,Qual era il marito di Bamir Topi?,select  ?o    {    <http://dbpedia.org/resource/Bamir_Topi> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Teuta_Topi,,NPP
11,Qual è il marito di Bamir Topi?,select  ?o    {    <http://dbpedia.org/resource/Bamir_Topi> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Teuta_Topi,,NPP
12,Qual era il marito di Ban Zhao?,select  ?o    {    <http://dbpedia.org/resource/Ban_Zhao> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Cao_Shishu,,NPP
13,Qual è il marito di Ban Zhao?,select  ?o    {    <http://dbpedia.org/resource/Ban_Zhao> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Cao_Shishu,,NPP
14,Qual era il marito di Bandar bin Sultan Al Sa'ud?,select  ?o    {    <http://dbpedia.org/resource/Bandar_bin_Sultan_Al_Saud> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Haifa_bint_Faisal_Al_Saud,Haifa bint Faysal Al Sa'ud,NPP
