"binding","label"
"http://dbpedia.org/resource/Ait_Hammou","Ait Hammou"
"http://dbpedia.org/resource/Ait_Ichou","Ait Ichou"
"http://dbpedia.org/resource/Ait_Ouribel","Ait Ouribel"
"http://dbpedia.org/resource/Ait_Sedrate_Jbel_El_Soufla","Ait Sedrate Jbel El Soufla"
"http://dbpedia.org/resource/Ait_Siberne","Ait Siberne"
"http://dbpedia.org/resource/Ait_Yadine","Ait Yadine"
"http://dbpedia.org/resource/Aizu","Aizu"
"http://dbpedia.org/resource/Ajaigarh","Ajaigarh"
"http://dbpedia.org/resource/Ajapnyak_District","Ajapnyak"
"http://dbpedia.org/resource/Ajdabiya_District","Distretto di Agedabia"
"http://dbpedia.org/resource/Ajmer-Merwara","Ajmer-Merwara"
"http://dbpedia.org/resource/Ak-Talaa_District","Distretto di Ak-Talaa"
"http://dbpedia.org/resource/Akalla","Akalla"
"http://dbpedia.org/resource/Akaltyn_District","Distretto di Oqoltin"
"http://dbpedia.org/resource/Akciabrski_District","Distretto di Akcjabrski"
"http://dbpedia.org/resource/Akele_Guzai","Acchelè-Guzai"
"http://dbpedia.org/resource/Akersloot","Akersloot"
"http://dbpedia.org/resource/Akheri","Akheri"
"http://dbpedia.org/resource/Akkeshi_District,_Hokkaido","Distretto di Akkeshi"
"http://dbpedia.org/resource/Akkurgan_District","Distretto di Oqqurgan"
"http://dbpedia.org/resource/Aksy_District","Distretto di Aksy"
"http://dbpedia.org/resource/Aktogay_District,_Karaganda_Region","Distretto di Aqtoǧaj (Karaganda)"
"http://dbpedia.org/resource/Akuku-Toru","Akuku Toru"
"http://dbpedia.org/resource/Akumi_District,_Yamagata","Distretto di Akumi"
"http://dbpedia.org/resource/Akō_District,_Hyōgo","Distretto di Akō"
"http://dbpedia.org/resource/Al-Hanaya","Al-Hanaya"
"http://dbpedia.org/resource/Al-Mada'in","Al-Mada'in"
"http://dbpedia.org/resource/Al-Rabadha","Al-Rabadha"
"http://dbpedia.org/resource/Al-Yamama","Yamāma"
"http://dbpedia.org/resource/Al_Bayda_Governorate","Governatorato di al-Bayda'"
"http://dbpedia.org/resource/Al_Farwaniyah","Al-Farwaniyya"
"http://dbpedia.org/resource/Al_Hoceïma_Province","Provincia di Al-Hoseyma"
"http://dbpedia.org/resource/Al_Mahbes","Mahbes"
"http://dbpedia.org/resource/Al_Mahwit_Governorate","Governatorato di al-Mahwit"
"http://dbpedia.org/resource/Al_Qasha","Al-Qash'a"
"http://dbpedia.org/resource/Al_Wahat_District","Distretto di al-Wahat"
"http://dbpedia.org/resource/Ala-Buka_District","Distretto di Ala-Buka"
"http://dbpedia.org/resource/Alakol_District","Distretto di Alaköl"
"http://dbpedia.org/resource/Alamance_County,_North_Carolina","Contea di Alamance"
"http://dbpedia.org/resource/Alamillo","Alamillo"
"http://dbpedia.org/resource/Arrondissement_of_Château-Salins","Arrondissement di Château-Salins"
"http://dbpedia.org/resource/Ashoro_District,_Hokkaido","Distretto di Ashoro"
"http://dbpedia.org/resource/Atlow","Atlow"
"http://dbpedia.org/resource/Beshariq_District","Distretto di Beshariq"
"http://dbpedia.org/resource/Boylestone","Boylestone"
"http://dbpedia.org/resource/Canton_of_Saint-Haon-le-Châtel","Cantone di Saint-Haon-le-Châtel"
"http://dbpedia.org/resource/Carazo_Department","Dipartimento di Carazo"
"http://dbpedia.org/resource/Carazo_Department","Carazo"
"http://dbpedia.org/resource/Central_District_(Qom_County)","Provincia di Qom"
"http://dbpedia.org/resource/Esperança_do_Sul","Esperança do Sul"
"http://dbpedia.org/resource/Evington","Evington"
"http://dbpedia.org/resource/Gufram","Gufram"
"http://dbpedia.org/resource/Hattorf_am_Harz_(Samtgemeinde)","Samtgemeinde Hattorf am Harz"
"http://dbpedia.org/resource/Heenvliet","Heenvliet"
"http://dbpedia.org/resource/Hnojník","Hnojník"
"http://dbpedia.org/resource/Hnúšťa","Hnúšťa"
"http://dbpedia.org/resource/Hogstorp","Hogstorp"
"http://dbpedia.org/resource/Holod,_Bihor","Holod"
"http://dbpedia.org/resource/Holstenniendorf","Holstenniendorf"
"http://dbpedia.org/resource/Holts_Summit,_Missouri","Holts Summit"
"http://dbpedia.org/resource/Holtzheim","Holtzheim"
"http://dbpedia.org/resource/Horgești","Horgești"
"http://dbpedia.org/resource/Hornillos_del_Camino","Hornillos del Camino"
"http://dbpedia.org/resource/Hostín_u_Vojkovic","Hostín u Vojkovic"
"http://dbpedia.org/resource/Huachón_District","Distretto di Huachón"
"http://dbpedia.org/resource/Huaquirca_District","Distretto di Huaquirca"
"http://dbpedia.org/resource/Huilliécourt","Huilliécourt"
"http://dbpedia.org/resource/Humnabad","Homnabad"
"http://dbpedia.org/resource/Hustonville,_Kentucky","Hustonville"
"http://dbpedia.org/resource/Hwasun_County","Contea di Hwasun"
"http://dbpedia.org/resource/Hybo","Hybo"
"http://dbpedia.org/resource/Hà_Tĩnh","Hà Tĩnh"
"http://dbpedia.org/resource/Hârsești","Hârsești"
"http://dbpedia.org/resource/Hénanbihen","Hénanbihen"
"http://dbpedia.org/resource/Hérange","Hérange"
"http://dbpedia.org/resource/Hîrtopul_Mare","Hîrtopul Mare"
"http://dbpedia.org/resource/Hôpital-Camfrout","Hôpital-Camfrout"
"http://dbpedia.org/resource/Iffeldorf","Iffeldorf"
"http://dbpedia.org/resource/Iklehra","Iklehra"
"http://dbpedia.org/resource/Illasi","Illasi"
"http://dbpedia.org/resource/Illfurth","Illfurth"
"http://dbpedia.org/resource/Illzach","Illzach"
"http://dbpedia.org/resource/Image_moment","Momento (elaborazione delle immagini)"
"http://dbpedia.org/resource/Impfondo","Impfondo"
"http://dbpedia.org/resource/Incudine","Incudine (Italia)"
"http://dbpedia.org/resource/Inxent","Inxent"
"http://dbpedia.org/resource/Ion_Neculce,_Iași","Ion Neculce (Iași)"
"http://dbpedia.org/resource/Iporã","Iporã"
"http://dbpedia.org/resource/Ischua,_New_York","Ischua"
"http://dbpedia.org/resource/Isle_of_Hope,_Georgia","Isle of Hope"
"http://dbpedia.org/resource/Issoudun","Issoudun"
"http://dbpedia.org/resource/Issy-l'Évêque","Issy-l'Évêque"
"http://dbpedia.org/resource/Isérables","Isérables"
"http://dbpedia.org/resource/Itaguaru","Itaguaru"
"http://dbpedia.org/resource/Izcuchaca_District","Distretto di Izcuchaca"
"http://dbpedia.org/resource/Jabbeke","Jabbeke"
"http://dbpedia.org/resource/Jagsthausen","Jagsthausen"
"http://dbpedia.org/resource/Jaguapitã","Jaguapitã"
