"http://localhost:8080#Enkel","1","6072","NPP","Success","-"
"http://localhost:8080#Marry_1ed","2","15398","APP","Success","-"
"http://localhost:8080#Partei","1","894","NPP","Success","-"
"http://localhost:8080#Play_2ed","2","15434","APP","Success","-"
"http://localhost:8080#Zeitzone","1","5441","NPP","Success","-"
"http://localhost:8080#actuadoed","2","15414","APP","Success","-"
"http://localhost:8080#alcalde_1","1","6588","NPP","Success","-"
"http://localhost:8080#alcalde_2","1","8113","NPP","Success","-"
"http://localhost:8080#anfitri�n_de","1","10410","NPP","Success","-"
"http://localhost:8080#atendered","2","15442","APP","Success","-"
"http://localhost:8080#capital","1","3790","NPP","Success","-"
"http://localhost:8080#ciudad_m�s_grande","1","1193","NPP","Success","-"
"http://localhost:8080#compusoed","2","15408","APP","Success","-"
"http://localhost:8080#crear_1ed","2","15404","APP","Success","-"
"http://localhost:8080#crear_2ed","2","15430","APP","Success","-"
"http://localhost:8080#cruzared","2","15402","APP","Success","-"
"http://localhost:8080#c�digo","1","2906","NPP","Success","-"
"http://localhost:8080#deathPlace","1","631","NPP","Success","-"
"http://localhost:8080#desarrollared","2","15446","APP","Success","-"
"http://localhost:8080#desarrollo","1","10447","NPP","Success","-"
"http://localhost:8080#descubrired","2","15410","APP","Success","-"
"http://localhost:8080#dirigired","2","15428","APP","Success","-"
"http://localhost:8080#dise�ar_1ed","2","15396","APP","Success","-"
"http://localhost:8080#dise�ar_2ed","2","15424","APP","Success","-"
"http://localhost:8080#dise�ar_3ed","2","15394","APP","Success","-"
"http://localhost:8080#dise�ared","2","15438","APP","Success","-"
"http://localhost:8080#doctorado","1","5052","NPP","Success","-"
"http://localhost:8080#escribir_1ed","2","15448","APP","Success","-"
"http://localhost:8080#escribir_2ed","2","15412","APP","Success","-"
"http://localhost:8080#escribir_3ed","2","15406","APP","Success","-"
"http://localhost:8080#exhibited","2","15422","APP","Failed","binding list is empty"
"http://localhost:8080#expresared","2","15450","APP","Success","-"
"http://localhost:8080#fundador_de","1","8805","NPP","Success","-"
"http://localhost:8080#fundar_1ed","2","15432","APP","Failed","binding list is empty"
"http://localhost:8080#ganared","2","15418","APP","Success","-"
"http://localhost:8080#gobierno","1","5305","NPP","Success","-"
"http://localhost:8080#hablared","2","15426","APP","Success","-"
"http://localhost:8080#hijo_1","1","2455","NPP","Success","-"
"http://localhost:8080#idioma_oficial_1","1","6325","NPP","Success","-"
"http://localhost:8080#influenciared","2","15392","APP","Success","-"
"http://localhost:8080#inspirar_1ed","2","15400","APP","Success","-"
"http://localhost:8080#inspirar_2ed","2","15436","APP","Success","-"
"http://localhost:8080#juegos","1","9708","NPP","Success","-"
"http://localhost:8080#lugar","1","10339","NPP","Success","-"
"http://localhost:8080#miembro","1","8790","NPP","Success","-"
"http://localhost:8080#moderared","2","15440","APP","Success","-"
"http://localhost:8080#moneda","1","9689","NPP","Success","-"
"http://localhost:8080#mujer","1","7977","NPP","Success","-"
"http://localhost:8080#m�sica","1","4421","NPP","Success","-"
"http://localhost:8080#operared","2","15416","APP","Success","-"
"http://localhost:8080#padre_1","1","7219","NPP","Success","-"
"http://localhost:8080#padre_2","1","8744","NPP","Success","-"
"http://localhost:8080#play_1ed","2","15444","APP","Success","-"
"http://localhost:8080#primero_en_ascender","1","10455","NPP","Success","-"
"http://localhost:8080#publicared","2","15420","APP","Success","-"
"http://localhost:8080#richtiger","1","940","NPP","Success","-"
"http://localhost:8080#sohn","1","1824","NPP","Success","-"
"http://localhost:8080#spitzname","1","767","NPP","Success","-"
"http://localhost:8080#sucesor","1","7346","NPP","Success","-"
"http://localhost:8080#to_Marry_1","3","14340","VP","Success","-"
"http://localhost:8080#to_Play_2","3","11671","VP","Success","-"
"http://localhost:8080#to_actuado","3","11862","VP","Success","-"
"http://localhost:8080#to_atender","3","15269","VP","Success","-"
"http://localhost:8080#to_compuso","3","11633","VP","Success","-"
"http://localhost:8080#to_crear_1","3","11420","VP","Success","-"
"http://localhost:8080#to_crear_2","3","12836","VP","Success","-"
"http://localhost:8080#to_cruzar","3","11442","VP","Success","-"
"http://localhost:8080#to_desarrollar","6","13847","VP","Success","-"
"http://localhost:8080#to_descubrir","6","13530","VP","Success","-"
"http://localhost:8080#to_dirigir","3","12140","VP","Success","-"
"http://localhost:8080#to_dise�ar","3","13623","VP","Success","-"
"http://localhost:8080#to_dise�ar_1","3","10964","VP","Success","-"
"http://localhost:8080#to_dise�ar_2","3","15390","VP","Success","-"
"http://localhost:8080#to_dise�ar_3","3","10814","VP","Success","-"
"http://localhost:8080#to_escribir_1","3","15154","VP","Success","-"
"http://localhost:8080#to_escribir_2","3","13049","VP","Success","-"
"http://localhost:8080#to_escribir_3","3","14511","VP","Success","-"
"http://localhost:8080#to_exhibit","3","15171","VP","Failed","binding list is empty"
"http://localhost:8080#to_expresar","6","13230","VP","Success","-"
"http://localhost:8080#to_fundar_1","3","13220","VP","Failed","binding list is empty"
"http://localhost:8080#to_ganar","3","10571","VP","Success","-"
"http://localhost:8080#to_hablar","3","15244","VP","Success","-"
"http://localhost:8080#to_influenciar","3","12633","VP","Success","-"
"http://localhost:8080#to_inspirar_1","3","11299","VP","Success","-"
"http://localhost:8080#to_inspirar_2","3","15004","VP","Success","-"
"http://localhost:8080#to_moderar","3","11177","VP","Success","-"
"http://localhost:8080#to_operar","3","11903","VP","Success","-"
"http://localhost:8080#to_play_1","3","11941","VP","Success","-"
"http://localhost:8080#to_publicar","3","10650","VP","Success","-"
"http://localhost:8080#tocher","1","9436","NPP","Success","-"
"http://localhost:8080#vicepresidente_1","1","3537","NPP","Success","-"
"http://localhost:8080#vicepresidente_2","1","6452","NPP","Success","-"
"http://localhost:8080#videojuego","1","10546","NPP","Success","-"
